course_code,course_title,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability
BIOPHYS 205,Computational and Functional Genomics 001,Smillie,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ad5550f2b25086073f728189df10337da19c6087330f945d10684501ea13a439a6c0e848af19894ef419be3a4f2f3390&ReportType=2&regl=en-US,FAS-119807-2252-1-1-001,FAS-119807-2252-1-1-001(Smillie),119807,8,17,3.25,3.0,2.0,1.2033780835137342,3.67,4.0,2.0,1.2535663410560174,11.29,10.0,10.0,2.98,3.25,3.5,2.0,1.16,-0.038925,-0.13115000000000002,0.765,0.6147831670597366,0.0,0.0,0.0,0.0,"If you take this class, expect to dedicate a lot of time to it. There will be four papers assigned each week, each with a required discussion post. Papers range many topics in the biomedical sciences, so most of the articles will likely be out of your area of expertise, meaning they will take more time to read. It's not necessarily that the course material is difficult to understand, it is just that there is a constant stream of work throughout the semester – you will consistently have a paper waiting to be read for this class. At the end of the semester, there is a assignment to write a 5–page (~4000 word) proposal. The class unfortunately did not provide much context on best practices in writing a proposal, other than a tip sheet from a different university (which was helpful). The proposal will take a lot of time, as it is also required that you write it about something outside of your area of expertise. In taking this course, you will learn how to get the main ideas from a paper in a timely manner, and will gain experience writing proposals. While both of these are good things to learn,  you will have to spend a lot of time in order to do so.",0.765,"If you are not a BIG student, this class would be an interesting way to be exposed to a wide variety of work being done in the computational biology/genomics space. The grading is not too harsh BUT it is quite a bit of work every week, especially towards the end of the semester when there is a large final assignment with no in class time devoted to learning about or working on it. I would not recommend this class if you are not very interested in this field and/or if you do not already have a strong background in biology, as there is no lecture and we go straight into reading scientific papers, which can be really challenging.",-0.6584,,0.0
BIOPHYS 205,Computational and Functional Genomics 001,Sunyaev,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=454b24a5c134b97b62313029e1242b51dd878f5ecdec38b17e96379fe321dd0c090bab78bcae0e93ad04ce409d852b28&ReportType=2&regl=en-US,FAS-119807-2252-1-1-001,FAS-119807-2252-1-1-001(Sunyaev),119807,8,17,3.25,3.0,2.0,1.2033780835137342,4.17,4.0,4.0,0.6922368952836299,11.29,10.0,10.0,2.98,3.25,3.5,2.0,1.16,-0.038925,-0.13115000000000002,0.765,0.6147831670597366,0.0,0.0,0.0,0.0,"If you take this class, expect to dedicate a lot of time to it. There will be four papers assigned each week, each with a required discussion post. Papers range many topics in the biomedical sciences, so most of the articles will likely be out of your area of expertise, meaning they will take more time to read. It's not necessarily that the course material is difficult to understand, it is just that there is a constant stream of work throughout the semester – you will consistently have a paper waiting to be read for this class. At the end of the semester, there is a assignment to write a 5–page (~4000 word) proposal. The class unfortunately did not provide much context on best practices in writing a proposal, other than a tip sheet from a different university (which was helpful). The proposal will take a lot of time, as it is also required that you write it about something outside of your area of expertise. In taking this course, you will learn how to get the main ideas from a paper in a timely manner, and will gain experience writing proposals. While both of these are good things to learn,  you will have to spend a lot of time in order to do so.",0.765,"If you are not a BIG student, this class would be an interesting way to be exposed to a wide variety of work being done in the computational biology/genomics space. The grading is not too harsh BUT it is quite a bit of work every week, especially towards the end of the semester when there is a large final assignment with no in class time devoted to learning about or working on it. I would not recommend this class if you are not very interested in this field and/or if you do not already have a strong background in biology, as there is no lecture and we go straight into reading scientific papers, which can be really challenging.",-0.6584,,0.0
BIOSTAT 231,Statistical Inference I 001,Wang,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d79116126882891d6699725ac2823b5936243a95b92d94b2ef7d0887221a5cd4432f7a5c842623e9f2871cfc549d897d&ReportType=2&regl=en-US,FAS-119845-2252-1-1-001,FAS-119845-2252-1-1-001(Wang),119845,10,12,4.78,5.0,5.0,0.41633319989322654,4.89,5.0,5.0,0.31446603773522014,15.63,13.5,20.0,7.37,4.63,5.0,5.0,0.52,0.6365000000000001,0.8796,0.0258,0.4327702161655767,0.0,0.0,0.0,0.0,"This was, without doubt, one of my favorite classes at HSPH. It was uncomfortable, fast–paced, and I needed to work (very slowly) through the calculus and linear algebra to understand what Professor Wang was teaching. Doing the homework and exams was a truly humbling experience, but I came out of the course with a newfound sense of confidence in understanding advanced mathematical and statistical concepts, and with an insatiable desire to learn more. I loved that every morsel of knowledge in this class was earned – there was no other way to learn asymptotic theory without, for example, sitting down and understanding how Taylor series are involved. If you are in search of a class that is taught by a wonderful (and very funny!) professor and TFs, with ample support, and in a manner that will change the way you see models and estimation (the bread and butter of many public health disciplines), please do this class. It is so incredibly rewarding.",0.9887,,0.0,,0.0
BIOSTAT 233,Methods II 001,Haneuse,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cfcf0be6d46d8656a9e0119a2029f0feb3299d6c1dd07b406569ab1eced4446c82907e11a6d8f70e9226b4895bd820ca&ReportType=2&regl=en-US,FAS-119847-2252-1-1-001,FAS-119847-2252-1-1-001(Haneuse),119847,8,11,4.83,5.0,5.0,0.3775251680686369,4.67,5.0,5.0,0.47258156262526085,10.8,8.0,8.0,8.04,4.67,5.0,5.0,0.52,0.8793,0.8793,0.8911,0.01668772003600249,0.0,0.0,0.0,0.0,"This class is a really strong course. It gives a very practical introduction to many important concepts in biostatistics. The workload is manageable and should not be too difficult for anyone coming from a stats background (familiar with linear regression, basic prob/inference, etc.). The teaching staff gives great feedback throughout the semester.",0.8911,,0.0,,0.0
BIOSTAT 236,Computing I 001,Lu,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bef93563773fc82658d13cc8beb89fa7cd659670f9aa4683027dd78f926ecd2a3a115fed7e95c4efc30a1c261ea5e8d3&ReportType=2&regl=en-US,FAS-225026-2252-1-1-001,FAS-225026-2252-1-1-001(Lu),225026,12,15,3.6,4.0,4.0,1.1191627462193567,4.1,4.0,5.0,0.8348471099367218,11.67,10.0,15.0,4.82,3.3,3.5,4.0,1.16,0.542875,0.52335,0.9001,0.27795616410985863,0.0,0.0,0.0,0.0,"If you have an interest in machine learning in Python, this course is likely a great resource. Otherwise, this course is unlikely to be relevant to you. The assignments are long and the material is challenging unless you have a strong computer science background.",0.9001,,0.0,,0.0
BIOSTAT 244,Analysis of Failure Time Data 001,Wei,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=691ddeaa4d3a371167a334c41b131503034648f26d0f48d3485a2432289d241554fc2150c307472889cbd8be9a981b5f&ReportType=2&regl=en-US,FAS-119849-2252-1-1-001,FAS-119849-2252-1-1-001(Wei),119849,9,13,3.83,3.5,3.0,0.8995509541943242,4.0,4.0,3.0,1.005037815259212,1.6,1.0,1.0,0.89,4.0,4.0,3.0,0.89,0.7134,0.7134,0.7271,0.019374725804511387,0.0,0.0,0.0,0.0,"If this class is taught by LJ, take this class for an easy A and advanced doctoral credit. If you have a fairly solid understanding of Probability and Inference I, then this class shouldn't be hard at all. The most stressful component is a short in–class presentation that I believe is completion graded.  At worst you may be asked to make some modifications or improvements before your slides are shared on the Canvas. I think it's a blessing and a curse that LJ prioritizes teaching intuition.  Especially when it comes to the martingale theory, the in–class presentation of the material is mostly chalk–talk presentation where at times intuition is prioritized heavily over rigor.  This is great for seeing the material for the first time and maybe understanding how it was motivated before it was made rigorous, but I don't think anyone with a mathematical background would be satisfied with the presentation without going on to read the texts.  At least the texts alluded to throughout the class are quite rigorous.",0.7271,,0.0,,0.0
BIOSTAT 258,Causal Inference: Theory and Practice 001,Hejazi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4ee74834bf26ca3fb10469f853fe8a682d32fe7dfb961eff1f886c8dd124c3ccd73af2b6ac5f316929daf793d0ebb982&ReportType=2&regl=en-US,FAS-223906-2252-1-1-001,FAS-223906-2252-1-1-001(Hejazi),223906,5,5,3.6,4.0,4.0,1.0249414863810766,3.8,4.0,3.0,0.7521014330903549,7.8,7.0,6.0,2.49,4.0,4.0,3.0,1.0,0.5638,0.6106499999999999,0.128,0.3237010040145072,0.0,0.0,0.0,0.0,"I highly recommend this class to any student with an interest in causal inference, so long as one has the appropriate background (e.g., the first–year Biostatistics PhD core courses). I found that many of the concepts in this class were directly relevant to improving my own research. Overall, a fantastic way to get acquainted to the field to a surprisingly deep level within the span of a semester. As it is a newer course, some content is likely subject to change from year to year, but the core content of the course is extremely valuable.",0.9059,,0.0,,0.0
BIOSTAT 281,Genomic Data Manipulation 001,Franzosa,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=182a7c5eda70a5a9b7a231d16925c053ad3822c2af3b96e0ffcea1e749e005e0cfabbe384ba4f2e1068c306ecf8677b2&ReportType=2&regl=en-US,FAS-126944-2252-1-1-001,FAS-126944-2252-1-1-001(Franzosa),126944,6,21,2.67,3.0,1.0,1.4961998066388522,4.5,4.5,4.0,0.502518907629606,8.4,8.0,15.0,4.51,2.6,3.0,1.0,1.67,-0.07040000000000002,-0.07040000000000002,0.7327,1.1357549119418326,0.0,0.0,0.0,0.0,"I would only take this class if it is required. It tries to bridge the experimental and computational without quite effectively addressing either. Make sure you have a solid background in programming with R or python. The instructors are quite engaged and looking to improve the course, and it provides an overview of many genetic sequencing approaches, with a focus on the theory side, though assignments focus on application.",0.7327,"Probably a required course but not particularly useful. Lectures were technical but not applicable, homework required more coding experience than the prerequisites and office hours were not helpful, the packages used often had incompatibilities with Apple computers. The format of the journal club felt a little bit silly and the final project setup of people doing work then handing off makes it unnecessarily difficult to collaborate.",-0.8735,,0.0
BIOSTAT 281,Genomic Data Manipulation 001,Thompson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fb4a04c6ca8374139fbd14f56d77e538197c61e7b19f524cfdbae408eb879717b14f2095304888386f6cbe584343144e&ReportType=2&regl=en-US,FAS-126944-2252-1-1-001,FAS-126944-2252-1-1-001(Thompson),126944,6,21,2.67,3.0,1.0,1.4961998066388522,4.25,4.5,5.0,0.8333333333333334,8.4,8.0,15.0,4.51,2.6,3.0,1.0,1.67,-0.07040000000000002,-0.07040000000000002,0.7327,1.1357549119418326,0.0,0.0,0.0,0.0,"I would only take this class if it is required. It tries to bridge the experimental and computational without quite effectively addressing either. Make sure you have a solid background in programming with R or python. The instructors are quite engaged and looking to improve the course, and it provides an overview of many genetic sequencing approaches, with a focus on the theory side, though assignments focus on application.",0.7327,"Probably a required course but not particularly useful. Lectures were technical but not applicable, homework required more coding experience than the prerequisites and office hours were not helpful, the packages used often had incompatibilities with Apple computers. The format of the journal club felt a little bit silly and the final project setup of people doing work then handing off makes it unnecessarily difficult to collaborate.",-0.8735,,0.0
CELTIC 106,Warriors and Wonders: The Folklore of Gaelic Scotland 001,Sumner,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4dfcf0ecf110befee88e53092909c3bc992fa9193aea034388810f437225f380ffdfb300ba83ca55600fd53ddfdf9483&ReportType=2&regl=en-US,FAS-127369-2252-1-1-001,FAS-127369-2252-1-1-001(Sumner),127369,19,23,4.73,5.0,5.0,0.5835281060112276,4.92,5.0,5.0,0.2726599243442907,4.42,5.0,5.0,1.62,4.71,5.0,5.0,0.61,0.8682333333333333,0.9357,0.9901,0.16649690287409752,0.0,0.0,0.0,0.0,"Absolutely take this course! Not only will you learn a lot of interesting insight into Celtic folklore and Scottish culture, but you will most definitely have fun as well! The teaching team is great, supportive, and enthusiastic. Overall, I loved this class and all the amazing guest speakers and events. I will miss this class a lot.",0.9901,,0.0,,0.0
CPB 99B,Laboratory Research for Honors Thesis 001,Brewster,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bcfc0321f5f9bff97d7043c30401860301bf9de0a22685b981a1abaaa0ed9eb8ffd869ec9ad70351104a31af4d66a243&ReportType=2&regl=en-US,FAS-159732-2252-1-1-001,FAS-159732-2252-1-1-001(Brewster),159732,10,10,4.57,5.0,5.0,0.497569851956243,5.0,5.0,5.0,0.0,21.43,20.0,20.0,8.52,4.57,5.0,5.0,0.53,0.7005,0.7365,0.7365,0.2823266902012631,0.0,0.0,0.0,0.0,"The workshops are quite helpful for keeping you on track and accountable, and the spring workshop in particularly was helpful for suggesting programs/software you could use to make your figures, and for giving you time to start working on them. It was also nice to be in the same space as other thesis writers, where we could share our struggles and feel less alone in the process. I will say that needing to email your PI the results of each workshop feels kind of silly, especially when it doesn't seem to merit any response from them – I feel like it would've been sufficient for me to email it to my direct mentor. It feels like the course's expectations of how invested your PI is is rather idealized in comparison to reality. In terms of the thesis–writing experience, I ended up hella grinding all my experiments in the two months before the deadline, and (other than the introduction I wrote in the fall/winter break) wrote most of it in like two weeks.  During the summer before, I should've realized how much harder it would be to get things done during the school year – if you can, get as much as possible done during the summer and don't bank on making too much progress during the fall. Also, if you're going to leave your writing to the last minute, at least pretend like your thesis is due a day before it's actually do – the extra 24 hours left gave me time to do so much editing, and to write a whole extra section in my results (using data with inconclusive results that I had previously decided I didn't have time to include).",0.9631,,0.0,,0.0
CPB 99B,Laboratory Research for Honors Thesis 001,Mao,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=10248ecb4d4f218bf1ee6d3c04f29c389b52a3d1549520c992b06590e1b613b407f52e53f1ede9c0580ee337160cd765&ReportType=2&regl=en-US,FAS-159732-2252-1-1-001,FAS-159732-2252-1-1-001(Mao),159732,10,10,4.57,5.0,5.0,0.497569851956243,4.86,5.0,5.0,0.348735088019777,21.43,20.0,20.0,8.52,4.57,5.0,5.0,0.53,0.7005,0.7365,0.7365,0.2823266902012631,0.0,0.0,0.0,0.0,"The workshops are quite helpful for keeping you on track and accountable, and the spring workshop in particularly was helpful for suggesting programs/software you could use to make your figures, and for giving you time to start working on them. It was also nice to be in the same space as other thesis writers, where we could share our struggles and feel less alone in the process. I will say that needing to email your PI the results of each workshop feels kind of silly, especially when it doesn't seem to merit any response from them – I feel like it would've been sufficient for me to email it to my direct mentor. It feels like the course's expectations of how invested your PI is is rather idealized in comparison to reality. In terms of the thesis–writing experience, I ended up hella grinding all my experiments in the two months before the deadline, and (other than the introduction I wrote in the fall/winter break) wrote most of it in like two weeks.  During the summer before, I should've realized how much harder it would be to get things done during the school year – if you can, get as much as possible done during the summer and don't bank on making too much progress during the fall. Also, if you're going to leave your writing to the last minute, at least pretend like your thesis is due a day before it's actually do – the extra 24 hours left gave me time to do so much editing, and to write a whole extra section in my results (using data with inconclusive results that I had previously decided I didn't have time to include).",0.9631,,0.0,,0.0
CHEM 20,Organic Chemistry LEC,McCarty,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2b5b394aeb91bd5eb470b6f560968d7187cbe732c519f34b136dc16679b74104e954cc37d28125bbcdd4c7f0a227ae2e&ReportType=2&regl=en-US,FAS-124312-2252-1-1-LEC,FAS-124312-2252-1-1-LEC(McCarty),124312,60,68,4.66,5.0,5.0,0.6391281940932104,4.85,5.0,5.0,0.45198205242724754,11.23,10.0,10.0,5.39,4.58,5.0,5.0,0.74,0.8416956521739131,0.96445,0.9848,0.3275465266062021,0.0,0.0,0.0,0.0,"Take this class. It was not easy, but I LOVED it. It's an amazingly well supported, well organized, well taught class. Logan is awesome and so are all the TFs and CAs. They're so passionate about chemistry and want to help you learn and succeed. There is a LOT of material to learn (including a fair amount of memorization), but the course also provides a huge amount of practice material. (This does make feel like there's always more studying you could be doing, but ultimately it's super useful.) Collaboration is highly encouraged –– in fact, psets and exams always have a group portion. It is a hard course and took a lot of time and energy, but I am so so glad I took it. Would absolutely recommend. Also, labs are super fun and you often get out early.",0.9969,"DO ALL THE PRACTICE PROBLEMS!!! The inly way you can succeed in this class is if you are exposed to different variations of questions and you continually practice the mechanisms. You cannot study for the exam 2 days before it, you must be doing all the practice problems as you learn the content.",-0.626,,0.0
CHEM 27,Organic Chemistry of Life LEC,Liau,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=610a5900a31c01b3368d18179d39f9955b7e30e9a3bcab6b896d1e2ae91574755268579a1c4bf3bdeb450fadac8bf55e&ReportType=2&regl=en-US,FAS-117558-2252-1-1-LEC,FAS-117558-2252-1-1-LEC(Liau),117558,257,298,3.36,3.0,4.0,1.1991029423778823,4.26,5.0,5.0,1.013594463961666,11.38,10.0,10.0,5.76,3.3,3.0,3.0,1.22,0.41787816901408453,0.7303999999999999,0.0,0.5950110762561868,0.007042253521126761,0.0,0.0,0.08391813582966891,"Take Chem 27! A difficult but incredibly rewarding class, particularly if you have a strong bio interest and want to understand the mechanistic principles of biology better. Make sure to prep consistently throughout the semester by reviewing lecture slides, Pollev questions, rewriting notes, redoing module + psets, etc. More memorization–based then Chem 17, but you can simplify all the different mechanisms down to their core principles, which makes the process much easier. Teaching staff are really supportive and there to help you succeed. As long as you don't procrastinate and have a consistent study schedule it should be fine.",0.9901,"Exams should reflect what is taught in lectures and the problem sets/practice tests given to students. Midterm 1 was fair, but midterms 2 and 3 were awful. It reflects quite poorly on the course and the instructors when the exams have extremely low averages, and students are dealing with severe mental and physical health issues as a result of this course. This year, they had to curve midterm 2 by five points, which they haven't done historically. Setting up students for failure and screwing them over isn't something that I expected from a course at Harvard, especially a course that is already supposed to be so rigorous and is a requirement for premeds to take. Sending thoughts and prayers if you're going to take this course next year, because after a certain point, there's not much you can do.",-0.961,"****** ABSOLUTE GEM!!!! EASIEST COURSE EVER! You'll love every second of your 12+ hours of problem sets, labs and exam prep per week! Oh and don't forget the amazingly tedious labs that are pretty inconsequential to your studies. You'll love the random content on the exams that were covered in a single bullet point on one lecture slide and never mentioned again! In all honesty, If you're taking Chem 27 you don't really have a choice so idk why you're looking at the Q report for it...",0.9559
CHEM 27,Organic Chemistry of Life LEC,Matchacheep,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bb509ac8daceee757628ab3cdfde663a7055f2dd976df80ab9abf47e946082ed91193dbb6500fff1bfabd69f79e4ca85&ReportType=2&regl=en-US,FAS-117558-2252-1-1-LEC,FAS-117558-2252-1-1-LEC(Matchacheep),117558,257,298,3.36,3.0,4.0,1.1991029423778823,4.7,5.0,5.0,0.7061259529192639,11.38,10.0,10.0,5.76,3.3,3.0,3.0,1.22,0.41787816901408453,0.7303999999999999,0.0,0.5950110762561868,0.007042253521126761,0.0,0.0,0.08391813582966891,"Take Chem 27! A difficult but incredibly rewarding class, particularly if you have a strong bio interest and want to understand the mechanistic principles of biology better. Make sure to prep consistently throughout the semester by reviewing lecture slides, Pollev questions, rewriting notes, redoing module + psets, etc. More memorization–based then Chem 17, but you can simplify all the different mechanisms down to their core principles, which makes the process much easier. Teaching staff are really supportive and there to help you succeed. As long as you don't procrastinate and have a consistent study schedule it should be fine.",0.9901,"Exams should reflect what is taught in lectures and the problem sets/practice tests given to students. Midterm 1 was fair, but midterms 2 and 3 were awful. It reflects quite poorly on the course and the instructors when the exams have extremely low averages, and students are dealing with severe mental and physical health issues as a result of this course. This year, they had to curve midterm 2 by five points, which they haven't done historically. Setting up students for failure and screwing them over isn't something that I expected from a course at Harvard, especially a course that is already supposed to be so rigorous and is a requirement for premeds to take. Sending thoughts and prayers if you're going to take this course next year, because after a certain point, there's not much you can do.",-0.961,"****** ABSOLUTE GEM!!!! EASIEST COURSE EVER! You'll love every second of your 12+ hours of problem sets, labs and exam prep per week! Oh and don't forget the amazingly tedious labs that are pretty inconsequential to your studies. You'll love the random content on the exams that were covered in a single bullet point on one lecture slide and never mentioned again! In all honesty, If you're taking Chem 27 you don't really have a choice so idk why you're looking at the Q report for it...",0.9559
CHEM 27,Organic Chemistry of Life LEC,Miles,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=266d5cb5fda6d2a7e47a9a561b4280a13a73dec817a49f1b957f2e1a3bc6991510d7bcf06635545c9a1c495c0d675a26&ReportType=2&regl=en-US,FAS-117558-2252-1-1-LEC,FAS-117558-2252-1-1-LEC(Miles),117558,257,298,3.36,3.0,4.0,1.1991029423778823,2.91,3.0,5.0,1.5485012470585313,11.38,10.0,10.0,5.76,3.3,3.0,3.0,1.22,0.41787816901408453,0.7303999999999999,0.0,0.5950110762561868,0.007042253521126761,0.0,0.0,0.08391813582966891,"Take Chem 27! A difficult but incredibly rewarding class, particularly if you have a strong bio interest and want to understand the mechanistic principles of biology better. Make sure to prep consistently throughout the semester by reviewing lecture slides, Pollev questions, rewriting notes, redoing module + psets, etc. More memorization–based then Chem 17, but you can simplify all the different mechanisms down to their core principles, which makes the process much easier. Teaching staff are really supportive and there to help you succeed. As long as you don't procrastinate and have a consistent study schedule it should be fine.",0.9901,"Exams should reflect what is taught in lectures and the problem sets/practice tests given to students. Midterm 1 was fair, but midterms 2 and 3 were awful. It reflects quite poorly on the course and the instructors when the exams have extremely low averages, and students are dealing with severe mental and physical health issues as a result of this course. This year, they had to curve midterm 2 by five points, which they haven't done historically. Setting up students for failure and screwing them over isn't something that I expected from a course at Harvard, especially a course that is already supposed to be so rigorous and is a requirement for premeds to take. Sending thoughts and prayers if you're going to take this course next year, because after a certain point, there's not much you can do.",-0.961,"****** ABSOLUTE GEM!!!! EASIEST COURSE EVER! You'll love every second of your 12+ hours of problem sets, labs and exam prep per week! Oh and don't forget the amazingly tedious labs that are pretty inconsequential to your studies. You'll love the random content on the exams that were covered in a single bullet point on one lecture slide and never mentioned again! In all honesty, If you're taking Chem 27 you don't really have a choice so idk why you're looking at the Q report for it...",0.9559
CHEM 40,Inorganic Chemistry LEC,Mason,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c729802cf327d255b35992fb1b9df13e6295a500c203f658e0bd71174e436203360935a7d170518972f8c435fd8df09d&ReportType=2&regl=en-US,FAS-123126-2252-1-1-LEC,FAS-123126-2252-1-1-LEC(Mason),123126,48,54,4.31,5.0,5.0,0.8954994092232512,4.61,5.0,5.0,0.7640270765734508,7.0,6.0,6.0,3.89,4.33,4.0,5.0,0.81,0.6999576923076923,0.8493999999999999,0.9668,0.3683600512249687,0.0,0.0,0.0,0.0,"Watch the lectures online on 3x speed. Prof Mason is great at explaining things and very patient but easy to zone out in class as the pace is fairly slow. It's not an easy class if you're not a physics/physical chem person but definitely doable. Make sure you understand how to do all psets, or it will come to bite when exams come. There are no lectures slides and everything is written on a chalkboard, so you need to keep good notes and rewatch lectures before exams. Other than that great, Prof Mason is amazing and TFs are also great",0.9899,"Solid class. The language in the problem sets can be difficult to decipher at first.  Ask questions in office hours and read the textbook for more difficult concepts. From what I read in the last few year's Q Reports, they are working to make this class better and more structured every year and that pattern continued this year.",-0.4939,,0.0
CHEM 135,Experimental Synthetic Organic Chemistry LAB,Lalonde,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=13f8fbf319fa03176cc870065f33d6409b5fe9e3236162036250c43bd7e601e9287195f137955062c431dd7aa4279259&ReportType=2&regl=en-US,FAS-112954-2252-1-1-LAB,FAS-112954-2252-1-1-LAB(Lalonde),112954,7,7,4.67,5.0,5.0,0.47258156262526085,4.75,5.0,5.0,0.4351941398892446,2.8,2.0,2.0,1.3,4.4,5.0,5.0,0.89,0.9109666666666667,0.9589,0.9589,0.09012881522206605,0.0,0.0,0.0,0.0,"If you like your orgo labs you will enjoy this class. We explored chemistry inspired by Harvard professors which was pretty cool. A few of them even came in to give us a presentation about their work. The class is very reasonable, as long as you come in ready to work, there's not much work outside of class. It cultivates a nice community of chem–oriented students and there's lots of downtime to talk to each other and the TFs about anything and everything. They do a lot to support you, you will not be left behind!",0.967,,0.0,,0.0
CHEM 153,Organometallic Chemistry LEC,Liu,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=80b1e9fee432d63b5df30f54799b186ea1ecc39997df634b9cad1489c1087fb16681b5e62d8c5d52f034236dd1c842cf&ReportType=2&regl=en-US,FAS-121687-2252-1-1-LEC,FAS-121687-2252-1-1-LEC(Liu),121687,25,28,4.79,5.0,5.0,0.4983812179284432,4.95,5.0,5.0,0.2190429135575903,4.09,4.0,3.0,2.59,4.79,5.0,5.0,0.41,0.734790909090909,0.9309,0.0,0.3792815404275443,0.0,0.0,0.0,0.0,"This class is GOATED. It was my favorite class that I took this semester, no contest about it. Here are some of the highlights of the class:1. The Teaching Staff is awesome. Richard is an amazing professor– he is incredibly smart, very friendly, easily accessible outside of class, and welcomes input. You will learn a lot in this class from him. The Head TF, Paul, was also super knowledgeable and a very chill and approachable guy, so it made seeking clarification accessible and easy.2. The class curve is very generous. We had extra credit on nearly all of the in–class quizzes, and the grading was quite chill on all of the assignments overall. If you do every assignment and just a little bit of review each week before the quizzes (not more than 3 –4 hours a week), you should easily be in the A range.3. You cover a lot of very interesting material, but in an intuitive and low–pressure environment. I took this class concurrently with Chem 40 (which is usually a prereq for this class) and I wish I had just used this class to fulfill my Inorganic requirement. The first 1/4 of the class is a speedrun of Chem 40 content going slightly more in depth into everything; the next 2/4 is an overview of all the elementary steps of organometallic chemistry followed by an in–depth exploration of the mechanisms of each; and finally, the last 1/4 is applying this new knowledge to learn new reactions. You will learn a lot in this class, but it will not be stressful because of the above reasons.TL;DR: Overall, this is an awesome class that I would highly recommend anyone studying Chemistry take when it is available. It is everything you could want in a class– interesting material, awesome professor and teaching staff, not too much work per week (3–4 hours), and a generous curve. Definitely take Chem 153 if you're considering it!!!",0.9963,,0.0,,0.0
CHEM 161,Statistical Thermodynamics LEC,Zhuang,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=127e1924b2f441ab75917a868460b4e7bfa4d48136fefa96264eecd3dfb4587c1396d033ce45ab4a59d498523d2ad116&ReportType=2&regl=en-US,FAS-113217-2252-1-1-LEC,FAS-113217-2252-1-1-LEC(Zhuang),113217,16,17,3.8,4.0,5.0,1.2377718723257498,4.08,4.0,5.0,0.9544684913657973,7.0,6.0,6.0,1.91,3.64,4.0,4.0,1.15,0.61495,0.8329,0.9084,0.5636136047457916,0.0,0.0,0.0,0.0,"This is a decent and very straightforward class. I was intimidated at first because lectures can go pretty quickly and are essentially all complicated derivations, and the psets are usually tough, but the teaching staff is super understanding and supportive. If you decide to take this class for a letter grade, make sure you can make it to at least one weekly office hour because the psets are quite challenging and there aren't many office hours available. Tests are fair and easier than the psets, and the teaching staff seems to be pretty forgiving with grades. The only components of the class are the two midterm grades and the pset grades, which means you can miss lecture/section without penalty if you have things that come up.",0.9841,"I did not enjoy Chem161. If you have to take it for your concentration, I recommend taking another class for the requirement if at all possible. The TFs were very friendly and helpful and the best part of the class, but lectures are confusing and hard to follow, and I found the content to be dull and did not spark any interest in the topic. But I might just not like StatMech so your mileage may vary.",-0.821,,0.0
