department,subject,course_number,title,course_id,term,credits,weekdays,start_time,end_time,instructors,distribution,requirements,description
Faculty of Arts and Sciences,APPHY,195A,Introduction to Solid State Physics,131331,2025 Fall,4,Mon/Wed,03:00 PM,04:15 PM,Jenny Hoffman,Science & Engineering & Applied Science,,"Jenny Hoffman The physics of crystalline solids and their electric, magnetic, optical, and thermal properties. Designed as a first course in solid-state physics. Topics: free electron model; Drude model; the physics of crystal binding; crystal structure and vibration (phonons); x-ray diffraction; electrons in solids (Bloch theorem) and electronic band structures; metals and insulators; semiconductors (and their applications in pn junctions and transistors); magnetism; superconductivity. Physics 15a, 15b and 15c or the equivalent. Physics 143a. Physics 181 and Physics 143b (taken concurrently) helpful but not required."
Faculty of Arts and Sciences,APPHY,195B,Introduction to Quantum Materials and Devices,215415,2026 Spring,4,Mon/Wed/Fri,03:00 PM,04:15 PM,Robert Westervelt,Science & Engineering & Applied Science,,"Robert Westervelt This course provides an introduction to quantum materials and devices, including low-dimensional materials, single and double quantum dots, Josephson junctions, and graphene. Their behavior is explained using quantum and semiclassical transport, the Coulomb blockade, and superconductivity. Quantum devices offer new approaches for electronics and photonics. Students may not take both for credit. Applied Physics 195A or Physics 195A, and Physics 143A or ES 170."
Faculty of Arts and Sciences,APPHY,216,Quantum and Classical Electromagnetic Interaction with Matter,141253,2026 Spring,4,Mon/Wed,01:30 PM,02:45 PM,Donhee Ham,Science & Engineering & Applied Science,,"Donhee Ham The first half of the course will cover the interaction of quantized atoms with electromagnetic fields, introducing a number of basic concepts such as coherent Rabi transitions vs. rate-equation dynamics, stimulated & spontaneous transitions, and energy & phase relaxations. These will be then used to study a range of applications of atom-field interactions, such as nuclear magnetic resonance, molecular beam and paramagnetic masers, passive and active atomic clocks, dynamic nuclear polarization, pulse sequence techniques to coherently manipulate atomic quantum states, and laser oscillators with applications. We will also touch upon the interaction of quantized atoms with quantized fields, discussing the atom + photon (Jaynes-Cummings) Hamiltonian, dressed states, and cavity quantum electrodynamics. The second half will cover the classical interaction of electromagnetic fields with matter, with special attentions to collective electrodynamics in particular, magnetohydrodynamics and plasma physics with applications in astrophysics, space physics, and Bloch electrons in crystalline solids. Undergraduate-level electromagnetism and quantum mechanics are recommended."
Faculty of Arts and Sciences,APPHY,218,"Electrical, Optical, and Magnetic Properties of Materials",121594,2025 Fall,4,Tue/Thu,12:00 PM,01:15 PM,Robert Westervelt,Science & Engineering & Applied Science,,"Robert Westervelt This course covers the electrical, optical and magnetic properties of technologically important materials. It provides a quantitative description of their functional properties including dielectric, ferroelectric, and piezoelectric behavior, and their paramagnetic and ferromagnetic states. Electronic characteristics of semiconductors, dielectric materials, and superconductors will be covered, as well as the optical response including birefringence, Pockels effect, Kerr effect, and photoelasticity. In addition, special topics related to recent research will be addressed. Solid-state physics or equivalent course."
Faculty of Arts and Sciences,APPHY,225,Introduction to Soft Matter,121403,2025 Fall,4,Tue/Thu,10:30 AM,11:45 AM,David Weitz,Science & Engineering & Applied Science,,"David Weitz This course will present a survey of soft matter physics, providing an overview of the richness and breadth of the field. The emphasis will be on the physics of the systems, rather than on the formalism. It will cover most of the fields of interest within soft matter physics, both current and through the history of the field. The course is intended to be of value to both experimentalists and theorists. Applied Physics 284 or Physics 262. Knowledge of basic thermodynamics, statistical mechanics and differential equations."
Faculty of Arts and Sciences,APPHY,235,Chemistry in Materials Science and Engineering,124723,2025 Fall,4,Mon/Wed,02:15 PM,03:30 PM,Joanna Aizenberg  Select,Science & Engineering & Applied Science,Instructor Permission Required,"Joanna Aizenberg Select topics in materials chemistry, focusing on chemical bonds, crystal chemistry, organic and polymeric materials, hybrid materials, surfaces and interfaces, self-assembly, electrochemistry, biomaterials, and bio- inspired materials synthesis. Introductory thermodynamics, chemistry or equivalent."
Faculty of Arts and Sciences,APPHY,236,Physical Electrochemistry and its Applications to Sustainable Engineering,226436,2025 Fall,4,Mon/Wed,10:30 AM,11:45 AM,Zachary Schiffer,,,"Zachary Schiffer This course introduces electrochemical systems through the lens of thermodynamics, kinetics, and transport. We begin by asking what fundamental role an electron plays in a chemical reaction, then we move to methods to treat electrons through traditional chemical kinetic theories, and last, we discuss entire systems and how mass transport affects chemistry. Throughout the course, we will focus on examples from industry, and we will finish by combining all the above into a discussion on electrochemical interfaces in some practical systems. Students should have had a year of introductory physics (e.g., APPHY 50a/b or PHYSCI 12a/b or Physics 15a or equivalent), an undergraduate general chemistry course (e.g., PS 11), an introductory classical thermodynamics course (e.g., ES 181, ES 112 or CHEM 161), and some form of introduction to mass transport that covers diffusion (e.g., ES 123)."
Faculty of Arts and Sciences,APPHY,275,Computational Design of Materials,110087,2025 Fall,4,Tue/Thu,10:30 AM,11:45 AM,Boris Kozinsky,Science & Engineering & Applied Science,,"Boris Kozinsky This course covers theoretical background and practical hands-on applications of modern computational atomistic methods used to understand and design properties of advanced functional materials. Topics include classical interatomic potentials and machine learning methods, quantum first-principles electronic structure models based on wave functions and density functional theory, Monte Carlo sampling and molecular dynamics simulations of phase transitions and free energies, fluctuations and transport properties. Applications include atomistic and electronic effects in materials for energy conversion and storage, catalysis, alloys, polymers, and low-dimensional materials. credit. Undergraduate coursework in quantum mechanics and solid-state physics, physical chemistry, linear algebra, thermodynamics and statistical mechanics."
Faculty of Arts and Sciences,APPHY,276,Platforms for Quantum Science,223996,2026 Spring,4,Tue/Thu,12:00 PM,01:15 PM,Giulia Semeghini,Science & Engineering & Applied Science,,"Giulia Semeghini The course introduces various aspects of quantum science, including quantum computing, quantum simulation, quantum communication and quantum metrology. It will particularly focus on the presentation of different experimental platforms currently used in the field and include superconducting qubits, trapped ions, neutral atoms, defects in solids, photons, among others. The course will cover an introduction of the general goals and essential prerequisites for these platforms; it will elucidate their operational principles and highlight some of their most significant and recent achievements, as well as the main challenges in their development. Quantum mechanics at the level of introductory graduate courses."
Faculty of Arts and Sciences,APPHY,282,Solids: Structure and Defects,142998,2025 Fall,4,Tue/Thu,09:00 AM,10:15 AM,Frans Spaepen Bonding,Science & Engineering & Applied Science,,"Frans Spaepen Bonding, crystallography, diffraction, phase diagrams, microstructure, point defects, dislocations, and grain boundaries. chemistry, and earth sciences. Offered every other year."
Faculty of Arts and Sciences,APPHY,284,Statistical Mechanics,131392,2025 Fall,4,Mon/Wed/Fri,12:00 PM,01:15 PM,Sue,Science & Engineering & Applied Science,,"SueYeon Chung, Sunghan Ro Basic principles of statistical physics with applications including: the equilibrium properties of classical and quantum gases; phase diagrams, phase transitions and critical points, as illustrated by the gas-liquid transition and simple magnetic models; Bose-Einstein condensation. requirement in the Physics PhD program or the Applied Physics model PhD program. Physics 143a and Physics 181 or Engineering Sciences 181."
Faculty of Arts and Sciences,APPHY,286,"Inference, Information Theory, Learning and Statistical Mechanics",212685,2025 Fall,4,Tue/Thu,01:30 PM,02:45 PM,Sharad Ramanathan,Science & Engineering & Applied Science,Instructor Permission Required,"Sharad Ramanathan This course focuses on the modern applications of Statistical Mechanics. We will learn the basics of information theory, coding and compression. We will next learn about Bayesian Inference, priors and maximizing entropy, which will naturally lead us to regularization and compressed sensing. We will then cover learning: support vector machines, vc dimension, supervised, reinforcement and unsupervised learning. These topics, which build on each other, will be taught using examples in the primary literature with an emphasis on applying the framework we develop. Applications will be taught through problems in genomics, neuroscience, geophysics, and engineering. Comfort with Linear Algebra, Calculus is necessary, undergraduate Statistical Mechanics would be useful but not necessary."
Faculty of Arts and Sciences,APPHY,290A,Research Practices and Academic Culture in Applied Sciences and,225969,2026 Spring,2,Thu,03:00 PM,05:45 PM,This,None,,"Course supports new PhD students in finding their research fit, building good research habits, and becoming a researcher. It consists of two 2-unit courses: 290a (spring of G1 year) focuses on adapting to a research group, developing strong reading and writing habits, and preparing students for teaching during their G2 year; 290b (fall of G2 year) focuses on oral communication and on preparing students for the qualifying exam. This course also develops other skills necessary for success in graduate school such as setting goals, peer feedback, research ethics, collaboration and teamwork, and negotiation. should take CS 2901/2902). This course can only count as a 'breadth course' towards SEAS PhD requirements. students only"
Faculty of Arts and Sciences,APPHY,290B,Research Practices and Academic Culture in Applied Sciences and,226046,2025 Fall,2,Thu,03:00 PM,05:45 PM,"David Weitz, Vinothan Manoharan, John Girash",,,"Engineering David Weitz, Vinothan Manoharan, John Girash This course supports new PhD students in finding their research fit, building good research habits, and becoming a researcher. It consists of two 2-unit courses: 290a (spring of G1 year) focuses on adapting to a research group, developing strong reading and writing habits, and preparing students for teaching during their G2 year; 290b (fall of G2 year) focuses on oral communication and on preparing students for the qualifying exam. This course also develops other skills necessary for success in graduate school such as setting goals, peer feedback, research ethics, collaboration and teamwork, and negotiation. should take CS 2901/2902). This course can only count as a 'breadth course' towards PhD course requirements. students only"
Faculty of Arts and Sciences,APPHY,291,Electron Microscopy Laboratory,116509,2026 Spring,4,Mon,01:30 PM,02:45 PM,David Bell  Lectures,Science & Engineering & Applied Science,Instructor Permission Required,"David Bell Lectures and laboratory instruction on transmission electron microscopy (TEM) and Cs corrected, aberration- correction microscopy and microanalysis. Lab classes include; diffraction, dark field imaging, X-ray spectroscopy, electron energy-loss spectroscopy, atomic imaging, materials sample preparation, polymers, and biological samples."
Faculty of Arts and Sciences,APPHY,295A,Introduction to Quantum Theory of Solids,143855,2025 Fall,4,Mon/Wed/Fri,12:00 PM,01:15 PM,,Science & Engineering & Applied Science,,"Philip Kim Lattices and symmetries. Electronic Structure of Crystals. Semiclassical Transport Theory. Semiconductors. Localization. Integer Quantum Hall effect. Topological Insulators. Phonons. Additional topics from the theory of interacting electrons, including introduction to magnetism and superconductivity. One course on graduate quantum mechanics and one course on graduate statistical mechanics. Undergraduate course on solid state physics helpful, but not necessary."
Faculty of Arts and Sciences,APPHY,295B,Quantum Theory of Solids,146948,2026 Spring,4,Wed,03:00 PM,05:45 PM,Ashvin Vishwanath,Science & Engineering & Applied Science,,"Ashvin Vishwanath A course on the application of the principles of many-particle quantum mechanics to the properties of solids. The objective is to make students familiar with the tools of second quantization and diagrammatic perturbation theory, while describing the theory of the electron liquid, the BCS theory of superconductivity, and theory of magnetism in metals and insulators. Modern topics on correlated electron systems will occupy the latter part of the course. Physics 251a,b, an introductory course in solid state physics, or permission of instructor."
Faculty of Arts and Sciences,APPHY,296,Mesoscale and Low Dimensional Devices,204955,2025 Fall,4,Tue/Thu,01:30 PM,02:45 PM,Donhee Ham Concepts,Science & Engineering & Applied Science,,"Donhee Ham Concepts of condensed matter physics are applied to the science and technology of beyond-CMOS devices, in particular, mesoscale, low-dimensional, and superconducting devices. Topics include: quantum dots/wires/wells and two-dimensional (2D) materials; optoelectronics with confined electrons; conductance quantization, Landauer-Buttiker formalism, and resonant tunneling; magneto oscillation; integer and fractional quantum Hall effects; Berry phase and topology in condensed matter physics; various Hall effects (anomalous, spin, valley, etc.); Weyl semimetal; topological insulator; spintronic devices and circuits; collective electron behaviors in low dimensions and applications; Cooper-pair boxes and superconducting quantum circuits. and QSE 296 for credit. Undergrad level condensed matter physics (AP/P195)."
Faculty of Arts and Sciences,APPHY,299QR,Special Topics in Applied Physics (2-unit version),218911,2026 Spring,2,,,,,None,,Federico Capasso Supervision of experimental or theoretical research on acceptable problems in applied physics and supervision of reading on topics not covered by regular courses of instruction. graded and is ordinarily taken with the approval of the Committee on Higher Degrees. AB/SM students must obtain CHD approval for this course to count toward their SM requirements and the course must be bracketed accordingly; it cannot be used towards also meeting AB degree requirements. Applicants must file a 299r Special Topics Form approved by the advisor before the course registration deadline; contact gradprograms@seas. harvard.edu if you have any questions. The form may be obtained at https://www.seas.harvard.edu/office- academic-programs/graduate-policies-procedures-and-forms/graduate-student-forms.
Faculty of Arts and Sciences,APPHY,299R,Special Topics in Applied Physics,131373,2026 Spring,4,,,,,Science & Engineering & Applied Science,,Federico Capasso Supervision of experimental or theoretical research on acceptable problems in applied physics and supervision of reading on topics not covered by regular courses of instruction. taken with the approval of the Committee on Higher Degrees. AB/SM students must obtain CHD approval for this course to count toward their SM requirements and the course must be bracketed accordingly; it cannot be used towards also meeting AB degree requirements. Applicants must file a 299r Special Topics Form approved by the advisor before the course registration deadline; contact gradprograms@seas.harvard.edu if you have any questions. The form may be obtained at https://www.seas.harvard.edu/office-academic-programs/graduate- policies-procedures-and-forms/graduate-student-forms.
Faculty of Arts and Sciences,APPHY,302,Applied Condensed Matter Physics,121977,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Donhee Ham
Faculty of Arts and Sciences,APPHY,304,Materials Science of Biological Inorganic Nanostructures,123949,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Joanna Aizenberg
Faculty of Arts and Sciences,APPHY,320,Multicolor and Time-resolved Electron Microscopy,215832,2026 Spring,4,,,,,None,Instructor Permission Required,Maxim Prigozhin
Faculty of Arts and Sciences,APPHY,322,Materials Physics and Engineering,125476,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,David Clarke
Faculty of Arts and Sciences,APPHY,326,"Optics with Cold Atoms, Nano-structures, and Bio-molecules",116852,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Lene Hau
Faculty of Arts and Sciences,APPHY,330,Heterogeneous Nanophotonic Devices and Bio-templated Electronic,125472,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Materials Evelyn Hu
Faculty of Arts and Sciences,APPHY,332,Experimental Condensed Matter Physics,131285,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Robert Westervelt
Faculty of Arts and Sciences,APPHY,336,Theoretical Study of the Structure and Electronic Properties of Nanoscale,148255,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Materials and Biological M Efthimios Kaxiras
Faculty of Arts and Sciences,APPHY,342,Nano-Lasers and Single-Photon Sources,122881,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Marko Loncar
Faculty of Arts and Sciences,APPHY,350,Experimental Physics in Low Dimensional Materials,156736,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Philip Kim
Faculty of Arts and Sciences,APPHY,356,Special Topics in Theoretical Engineering,116189,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Michael P. Brenner
Faculty of Arts and Sciences,APPHY,360,Nonlinear Laser Physics and Materials Engineering,133140,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Eric Mazur
Faculty of Arts and Sciences,APPHY,362,"Photonics, Quantum Devices and Nanostructures",117862,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Federico Capasso
Faculty of Arts and Sciences,APPHY,364,Experimental Soft Condensed Matter Physics,112454,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,David Weitz
Faculty of Arts and Sciences,APPHY,368,Topics on Condensed Matter Physics,113715,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,David R. Nelson
Faculty of Arts and Sciences,APPHY,372,Biological Physics and Quantitative Biology,125419,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Daniel Needleman
Faculty of Arts and Sciences,APPHY,374,Signaling Processing and Systems Biology,126172,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Sharad Ramanathan
Faculty of Arts and Sciences,APPHY,380,Electrochemical Engineering for Sustainable Systems,223118,2026 Spring,4,,,,,,Instructor Permission Required,Zachary Schiffer
Faculty of Arts and Sciences,APPHY,382,Quantum Simulation and Computation with Programmable Atom Arrays,220769,2026 Spring,4,,,,,,Instructor Permission Required,Giulia Semeghini
Faculty of Arts and Sciences,APPHY,384,Topics in Atmospheric and Climate Dynamics,121287,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Zhiming Kuang
Faculty of Arts and Sciences,APPHY,388,Climate Dynamics and Physical Oceanography,118649,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Eli Tziperman
Faculty of Arts and Sciences,APPHY,392,Experimental Soft Condensed Matter and Materials Physics,120887,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Vinothan Manoharan
Faculty of Arts and Sciences,APPHY,396,Topics in Materials Science,142229,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,Michael Aziz
Faculty of Arts and Sciences,APPHY,398,Materials Science,148042,2026 Spring,4,,,,,Science & Engineering & Applied Science,Instructor Permission Required,"Frans Spaepen Architecture, Landscape Arch, and Urban Planning Design"
Faculty of Arts and Sciences,DESIGN,300 (0007),"Reading and Research in Architecture, Landscape Architecture, or Urban",117756,2026 Spring,4,,,,,,Instructor Permission Required,Planning Jerold Kayden
Faculty of Arts and Sciences,DESIGN,302,Teaching,,,,,,,,,,
Faculty of Arts and Sciences,DESIGN,303,Research Faculty Related,111709,2026 Spring,4,,,,,,Instructor Permission Required,
Faculty of Arts and Sciences,DESIGN,304,Direction of Doctoral Dissertations in Architecture,111709,2026 Spring,4,,,,,None,,"Indicates time spent researching, reading, or writing in relation to doctoral studies."
Faculty of Arts and Sciences,DESIGN,307,Direction of Doctoral Dissertations in Landscape Architecture,120264,2026 Spring,4,,,,,None,,"Indicates time spent researching, reading, or writing in relation to doctoral studies."
Faculty of Arts and Sciences,DESIGN,310,Direction of Doctoral Dissertations in Urban Planning,115401,2026 Spring,4,,,,,None,,"Indicates time spent researching, reading, or writing in relation to doctoral studies. Art, Film, and Visual Studies Art, Film, and Visual Studies"
Faculty of Arts and Sciences,AFVS,13 (1),ASCO: Drawing as Intervention,226383,2025 Fall,4,Fri,12:00 PM,04:15 PM,,,Instructor Permission Required,"ASCO, Spanish for Disgust or Nausea, evokes discomfort—an apt name for the Chicano art collective whose subversive performances and interventions challenged cultural invisibility and institutional exclusion in 1970s East Los Angeles. Rejecting artistic boundaries, ASCO transformed drawing into an act of resistance, using murals and graffiti, printmaking, photography, performance, and installation to reclaim space and disrupt dominant narratives.This course takes ASCO's radical defiance as a starting point for an interdisciplinary exploration of drawing as both a visual and conceptual practice. While ASCO's legacy is central, we will also examine the broader Chicano art movement, its key figures, and its ongoing influence on contemporary artistic and activist practices. Expanding traditional notions of mark-making, we will investigate drawing's role in activism, public engagement, and self-representation through experimental approaches including collage, ephemeral media, and performative gestures. critical engagement, and a reimagining of drawing's possibilities in contemporary discourse. The instructor of this course is Maria Gamboa. FALL 2025: To enroll in this class, visit the course web site for instructions BEFORE sending a petition via my.harvard."
Faculty of Arts and Sciences,AFVS,15AR (1),Silkscreen,121758,2025 Fall,4,Tue/Thu,12:00 PM,02:45 PM,Annette Lemieux,Arts and Humanities,Instructor Permission Required,"Annette Lemieux For the student who is interested in the manipulation of found and original imagery. Students will create monotypes on paper and other surfaces utilizing the silkscreen process. Through slide presentations, the class will be introduced to the work of artists such as Rauschenberg and Warhol, as well as others who use the silkscreen process. FALL 2025: To enroll in this class, visit the course web site for instructions BEFORE sending a petition via my. harvard."
Faculty of Arts and Sciences,AFVS,40S (1),Introduction to Photography,224455,2026 Spring,4,Thu,01:30 PM,05:45 PM,Keisha Scarville,Arts and Humanities,Instructor Permission Required,"Keisha Scarville This studio course will introduce you to the conceptual and artistic potential of photography. Your understanding and use of the medium will be contextualized within contemporary and historic photographic art practices. Your own art practice will be developed alongside technical skills. We will discuss topics such as the ethics of photographing people, how to make meaningful images amid the proliferation of digital images, and traits that are unique to photography. This class is organized around presentations on artists' work, presentations on photographic concepts, studio assignments, individual meetings with the instructor and breakout meetings with peers to develop your practice, technical skill workshops, readings, reading discussions, group critiques, and visiting artist presentations. Curiosity and a strong work ethic are required. No prior visual art studio experience is necessary for enrollment in this class."
Faculty of Arts and Sciences,AFVS,41A,Introduction to Photography,122184,2025 Fall,4,Mon/Wed,09:00 AM,11:45 AM,Sharon Harper,Arts and Humanities,Instructor Permission Required,"Sharon Harper This studio course will introduce you to the conceptual and artistic potential of photography. Your understanding and use of the medium will be contextualized within contemporary and historic photographic art practices. Your own art practice will be developed alongside technical skills. We will discuss topics such as the ethics of photographing people, how to make meaningful images amid the proliferation of digital images, and traits that are unique to photography. This class is organized around presentations on artists' work and on photographic concepts, studio assignments, individual meetings with the instructor, technical skill workshops, readings, reading discussions, group critiques, and visiting artist presentations. Curiosity, a strong work ethic, and a sense of adventure are required. in this class. FALL 2025: To enroll in this class, visit the course web site for instructions BEFORE sending a petition via my. harvard."
Faculty of Arts and Sciences,AFVS,42L (1),"Introduction to Photography: Looking In, Looking Out",225832,2026 Spring,4,Tue,01:30 PM,05:45 PM,This,,Instructor Permission Required,"This course will introduce you to the conceptual, artistic potential of photography. Your understanding and use of the medium will be contextualized within contemporary and historic photographic art practices. Your own art practice based in part from your interior life will be developed alongside technical skills. We will discuss topics such as the ethics of photographing people, how to make meaningful images amid the proliferation of digital images, and traits that are unique to photography. This class is organized around presentations on artists' work, presentations on photographic concepts, assignments around portraiture, self-portraiture, lighting, studio, still life, landscape, conceptual, and documentary themes, individual meetings with the instructor and breakout meetings with peers to develop your practice, technical skill workshops, readings, reading discussions, group critiques, and visiting artist presentations. Curiosity, a strong work ethic and a sense of adventure are required. The professor of this course is Richard Renaldi."
Faculty of Arts and Sciences,AFVS,50A,Introduction to Nonfiction Filmmaking,114351,2025 Fall,4,Mon/Wed,03:00 PM,05:45 PM,Sky Hopinka  Introductory,None,Instructor Permission Required,"Sky Hopinka Introductory exercises in live-action 16mm filmmaking culminating in the production of a nonfiction film as a group project in the spring term. Part one of a two-part series .Students are required to take both parts A and B of the course within the same academic year. FALL 2025: To enroll in this class, visit the course web site for instructions BEFORE sending a petition via my. harvard."
Faculty of Arts and Sciences,AFVS,50B (1),Introduction to Nonfiction Filmmaking,159860,2026 Spring,4,Mon/Wed,03:00 PM,05:45 PM,Sky Hopinka Introductory,Arts and Humanities,,Sky Hopinka Introductory exercises in live-action 16mm filmmaking culminating in the production of a nonfiction film as a group project in the spring term. Students must complete both terms of this course (part A and part B) within the same academic year to receive credit.
Faculty of Arts and Sciences,AFVS,52,Introduction to Nonfiction Videomaking,108859,2025 Fall,4,Mon/Wed,12:00 PM,02:45 PM,Sky Hopinka,Arts and Humanities,Instructor Permission Required,"Sky Hopinka This production course introduces students to the concepts and practices of nonfiction film. Students will learn the fundamentals of making compelling images and watch films that define the genre. The heart of the class is an independent project, an observational film, the subject of which is the student's choosing. In the process of creating this film, students will become familiar with the technical aspects of videomaking as well as professional editing software. FALL 2025: To enroll in this class, visit the course web site for instructions BEFORE sending a petition via my. harvard."
Faculty of Arts and Sciences,AFVS,52P (1),Introduction to Nonfiction Videomaking,226418,2026 Spring,4,Tue/Thu,09:00 AM,11:45 AM,Joana Pimenta,,Instructor Permission Required,"Joana Pimenta This course is an introduction to documentary filmmaking. We will explore a range of approaches to nonfiction filmmaking through assignments which encompass video and sound recording and editing, cinematography and montage. Following a series of introductory nonfiction camera, sound and editing exercises, both individual and collaborative, designed to introduce and explore the range of expressive possibilities in digital video, each student will spend the semester making a single nonfiction film on a subject of their choice. Class time will include technical workshops, film screenings, discussions of student work and occasional visiting filmmakers."
Faculty of Arts and Sciences,AFVS,53AR,Fundamentals of Animation,110676,2026 Spring,4,Wed,12:00 PM,04:15 PM,Ruth Lingford  An,Arts and Humanities,Instructor Permission Required,Ruth Lingford An introduction to the possibilities of animation for absolute beginners.
Faculty of Arts and Sciences,AFVS,55P (1),Embodied Practices: Coding and Interactivity for Artists,224441,2025 Fall,4,Tue,12:00 PM,04:15 PM,Pascale Tetrault,Arts and Humanities,Instructor Permission Required,"Pascale Tetrault This course serves as a practical introduction to the world of programming and electronic arts, emphasizing the use of open-source software and hardware. Utilizing platforms like Arduino and Processing, students will learn how to craft systems, circuits, and tools allowing them to create experimental videos, films, installations or sculptures. The curriculum merges on-screen and off-screen experimentations, bridging together notions of programming, electronics, and artistry. Using code and electronic components, students will learn how to physically animate sculptures or characters with motors and lights. By the semester's end, students will have acquired the skills to write code snippets and assemble electronic circuits independently. There will be film screenings on Fridays from 12pm-2pm on selected weeks throughout the semester. The instructor of this course is Pascale Tetrault. FALL 2025: To enroll in this class, visit the course web site for instructions BEFORE sending a petition via my.harvard."
Faculty of Arts and Sciences,AFVS,57W (1),"Intro to Filmmaking: They Looked into the Hole, and Like Any Hole it Said,",226449,2025 Fall,4,Mon/Wed,09:00 AM,11:45 AM,This,,Instructor Permission Required,"Course is an introduction to filmmaking. We will explore various processes for approaching both fiction and non-fiction, examining how these genres can coexist. Through a series of practical exercises, students will discover their personal voice and vision. Over the course of the semester, each student will create a single non- fiction film on a subject of their choice. We will emphasize the importance of letting go of overthinking, allowing for spontaneous ideas to emerge. The process will involve observation, reflection, and iteration. Students will engage with the camera, exploring its potential and limitations through hands-on experience, and observing its impact on both bodies and spaces. Embracing uncertainty will be encouraged as a path toward new creative possibilities. Class sessions will include technical workshops, film screenings, discussions of student work, and guest visits from filmmakers. FALL 2025: To enroll in this class, visit the course web site for instructions BEFORE sending a petition via my. harvard"
Faculty of Arts and Sciences,AFVS,60X,Approaching Narrative: Introduction to Fiction Filmmaking,127469,2025 Fall,4,Tue/Thu,09:00 AM,11:45 AM,In,Arts and Humanities,Instructor Permission Required,"In this production course, students will learn the basic principles of narrative filmmaking, experiment with the visual language of cinema, and push the boundaries of their own moving image work. Students will be introduced to the aesthetic and formal elements of cinema and the terminology of film production. Techniques explored include cinematography, sound recording, and editing. In-class screenings and lectures will give an overview of different modes of filmmaking, including narrative, documentary, and experimental. Students will hone their powers of observation, communicate visual ideas with clarity and simplicity, explore personal storytelling, and develop the ability to read films as trained and informed viewers. Classes will consist of weekly critiques of student work. By the end of the course, students will be equipped with the necessary tools to produce two short 5-7 minute films with sync sound. The instructor of this course is Mamadou Dia. FALL 2025: To enroll in this class, visit the course web site for instructions BEFORE sending a petition via my.harvard."
Faculty of Arts and Sciences,AFVS,61 (1),Sight and Sound: Introduction to Narrative Filmmaking,224547,2026 Spring,4,Tue/Thu,03:00 PM,05:45 PM,,Arts and Humanities,Instructor Permission Required,"A practice based course in which students are introduced to the fundamentals of visual and aural story-telling. During the semester the class will explore techniques of cinematographic production including camerawork, sound recording and montage. Students will make short films and be encouraged to explore diverse forms of cinema from fiction to non-fiction to other hybrid forms. The course will include creative workshops, film screenings and discussions of student work. This is an introductory-level course limited to 10 students. If there are more than 10 applicants, preference will be given to concentrators and intended concentrators in AFVS, for whom there are concentration requirements to fulfill, and then to other undergraduates."
Faculty of Arts and Sciences,AFVS,63 (1),Introduction to Time-Based Media,205410,2025 Fall,4,Tue/Thu,12:45 PM,02:45 PM,Karthik Pandian  An,Arts and Humanities,Instructor Permission Required,"Karthik Pandian An introduction to drawing, sculpture, performance, and film through time-based materials and practices. Students will develop their own relationship to the creative process through the transformation of humble materials (cardboard, charcoal, found objects), inspiration from a diverse range of artists, and critical reflection guided both by the instructors and the students themselves. All materials will be provided (or found by the students at no cost to themselves). FALL 2025: To enroll in this class, visit the course web site for instructions BEFORE sending a petition via my. harvard."
Faculty of Arts and Sciences,AFVS,70 (1),The Art of Film,115688,2026 Spring,4,Mon/Wed,10:30 AM,11:45 AM,This,Arts and Humanities,Instructor Permission Required,"This introductory course surveys the history of film and visual media in the 20th and 21st centuries. We will both explore the rise of major cinematic movements in their striving to define the art of film and shed light on the often overlooked parts and marginalized figures in the history of film. Building upon Rudolf Arnheim's concept of visual thinking, this class puts special emphasis on creative practices and visual exercises that introduce students to new forms of visual expression and argumentation. Weekly video blogs, a visual essay, and a collaborative film festival project will further advance and diversify our multi-faceted approach to the history of film and visual media. and visual studies track of AFVS. ."
